CN2478204Y20020220CN0124160520010512engchi  CN2478204Y20020220CN0124160520010512engchi  NN  B-NP
20020220200202207G10  20020220200202207G10  CD  0
L21/02A7G10L2102AG10L21/0020060101CI  L21/02A7G10L2102AG10L21/0020060101CI  NN  B-NP
20051110  20051110  CD  0
RMEP  RMEP  NN  B-NP
20060101CG10L2100I20051110  20060101CG10L2100I20051110  CD  0
EPRMG  EPRMG  NR  0
10L21/0220060101AI  10L21/0220060101AI  NN  B-NP
20051110  20051110  CD  0
RMEP  RMEP  NN  B-NP
20060101AG10L2102I20051110  20060101AG10L2102I20051110  CD  0
EPRM  EPRM  NN  B-NP
1  1  CD  0
一  一  CD  0
种  种  M  0
定时  定时  JJ  B-NP
语音  语音  NN  I-NP
提示  提示  VV  0
录放  录放  NN  B-NP
装置  装置  NN  I-NP
Timingspeechindicationrecording  Timingspeechindicationrecording  NN  I-NP
/  /  PU  0
playbackdeviceSHENRENTAICN  playbackdeviceSHENRENTAICN  NN  B-NP
沈仁泰  沈仁泰  NN  I-NP
RENTAISHENCN  RENTAISHENCN  NN  I-NP
沈  沈  ETC  0
仁  仁  NN  B-NP
泰  泰  NN  I-NP
SHENRENTAICNRENTAISHENCNCN2478204Y2002022020010512CN  SHENRENTAICNRENTAISHENCNCN2478204Y2002022020010512CN  NN  I-NP
2478204Y2002022020010512一  2478204Y2002022020010512一  CD  0
种  种  M  0
定时  定时  JJ  B-NP
语音  语音  NN  I-NP
提示  提示  VV  0
录放  录放  NN  B-NP
装置  装置  NN  I-NP
,  ,  PU  0
由  由  P  0
电子  电子  NN  B-NP
时钟  时钟  NN  I-NP
、  、  PU  0
整形  整形  NN  B-NP
电路  电路  NN  I-NP
、  、  PU  0
语音  语音  NN  B-NP
驱动器  驱动器  NN  I-NP
、  、  PU  0
音乐  音乐  NN  B-NP
集成片  集成片  NN  I-NP
、  、  PU  0
语音  语音  NN  B-NP
电路  电路  NN  I-NP
和  和  CC  0
扬声器  扬声器  NN  B-NP
构成  构成  VV  0
。  。  PU  0
使用  使用  VV  0
时  时  LC  0
,  ,  PU  0
在  在  P  0
电子  电子  NN  B-NP
时钟  时钟  NN  I-NP
上  上  LC  0
设定  设定  VV  0
时间  时间  NN  B-NP
,  ,  PU  0
到  到  VV  0
时电子  时电子  NN  B-NP
时钟  时钟  NN  I-NP
发出  发出  VV  0
双极性  双极性  JJ  B-NP
脉冲  脉冲  NN  I-NP
信号  信号  NN  I-NP
,  ,  PU  0
再  再  AD  0
经过  经过  P  0
语音  语音  NN  B-NP
驱动器  驱动器  NN  I-NP
触发  触发  VV  0
音乐  音乐  NN  B-NP
集成片  集成片  NN  I-NP
,  ,  PU  0
通过  通过  P  0
扬声器  扬声器  NN  B-NP
播发  播发  VV  0
音乐  音乐  NN  B-NP
,  ,  PU  0
经过  经过  P  0
延时  延时  NN  B-NP
,  ,  PU  0
触发  触发  VV  0
语音  语音  NN  B-NP
电路  电路  NN  I-NP
,  ,  PU  0
通过  通过  P  0
扬声器  扬声器  NN  B-NP
播放  播放  VV  0
语音  语音  NN  B-NP
,  ,  PU  0
语音  语音  NN  B-NP
事先  事先  AD  0
录制  录制  VV  0
在  在  P  0
语音  语音  NN  B-NP
电路  电路  NN  I-NP
中  中  LC  0
,  ,  PU  0
延  延  NN  B-NP
时  时  LC  0
的  的  DEG  0
时间  时间  NN  B-NP
与  与  CC  0
音乐  音乐  NN  B-NP
的  的  DEC  0
播放  播放  NN  B-NP
时间  时间  NN  I-NP
相同  相同  VA  0
。  。  PU  0
本  本  DT  0
实用  实用  JJ  B-NP
新型  新型  NN  I-NP
可以  可以  VV  0
定时  定时  AD  0
提醒  提醒  VV  0
人们  人们  NN  B-NP
去做  去做  VV  0
某些  某些  DT  0
事情  事情  NN  B-NP
,  ,  PU  0
先放  先放  JJ  B-NP
音乐  音乐  NN  I-NP
再  再  AD  0
播放  播放  VV  0
语音  语音  NN  B-NP
可  可  VV  0
引起  引起  VV  0
人们  人们  NN  B-NP
的  的  DEG  0
注意  注意  NN  B-NP
,  ,  PU  0
并且  并且  CC  0
不  不  AD  0
感觉  感觉  VV  0
突然  突然  AD  0
。  。  PU  0
Theutilitymodelrelatestoatimingvoice  Theutilitymodelrelatestoatimingvoice  NN  B-NP
-  -  PU  0
promptrecordingandplayingdevice  promptrecordingandplayingdevice  NN  B-NP
,  ,  PU  0
whichiscomposedofanelectronicclock  whichiscomposedofanelectronicclock  NN  B-NP
,  ,  PU  0
arectifyingcircuit  arectifyingcircuit  NN  B-NP
,  ,  PU  0
avoicedrive  avoicedrive  NN  B-NP
,  ,  PU  0
amusicintegratedchip  amusicintegratedchip  NN  B-NP
,  ,  PU  0
avoicecircuitandaloudspeaker  avoicecircuitandaloudspeaker  NN  B-NP
.  .  PU  0
Duringuse  Duringuse  NN  B-NP
,  ,  PU  0
timeispresetontheelectronicclock  timeispresetontheelectronicclock  NN  B-NP
.  .  PU  0
Whentimeisup  Whentimeisup  NN  B-NP
,  ,  PU  0
theelectronicclocksendsoutthedouble  theelectronicclocksendsoutthedouble  NN  B-NP
-  -  PU  0
polepulsesignalandthenpassesthevoicedrivetotriggerthemusicintegratedship  polepulsesignalandthenpassesthevoicedrivetotriggerthemusicintegratedship  NN  B-NP
,  ,  PU  0
passestheloudspeakertoplaythemusic  passestheloudspeakertoplaythemusic  NN  B-NP
,  ,  PU  0
passedthetimedelaytotriggerthevoicecircuitandpassestheloudspeakertoplaythevoice  passedthetimedelaytotriggerthevoicecircuitandpassestheloudspeakertoplaythevoice  NN  B-NP
.  .  PU  0
Thevoiceisinadvancerecordedintothevoicecircuitandthetimedelayisthesamewiththeplayingtime  Thevoiceisinadvancerecordedintothevoicecircuitandthetimedelayisthesamewiththeplayingtime  NN  B-NP
.  .  PU  0
Theutilitymodelcanremindpeopletodosomething.Musicplayingbeforeplayingthevoicecanarouseattention,withouttheabruptfeeling.  Theutilitymodelcanremindpeopletodosomething.Musicplayingbeforeplayingthevoicecanarouseattention,withouttheabruptfeeling.  PU  0
20020220C14  20020220C14  NN  B-NP
+GRANTEDNCN2478204Y20040707C19-LAPSEOFPATENTRIGHTDUETONON-PAYMENTOFTHEANNUALFEENCN2478204Y  +GRANTEDNCN2478204Y20040707C19-LAPSEOFPATENTRIGHTDUETONON-PAYMENTOFTHEANNUALFEENCN2478204Y  PU  0
本  本  DT  0
实用  实用  JJ  B-NP
新型  新型  NN  I-NP
属于  属于  VV  0
电子  电子  NN  B-NP
技术  技术  NN  I-NP
领域  领域  NN  I-NP
，  ，  PU  0
是  是  VC  0
一  一  CD  0
种  种  M  0
能  能  VV  0
定时  定时  AD  0
播放  播放  VV  0
语音  语音  NN  B-NP
的  的  DEG  0
录放  录放  NN  B-NP
装置  装置  NN  I-NP
。  。  PU  0
目前  目前  NT  0
，  ，  PU  0
普通  普通  VA  0
的  的  DEC  0
钟  钟  NN  B-NP
表  表  NN  I-NP
只  只  AD  0
能  能  VV  0
报时  报时  VV  0
，  ，  PU  0
不  不  AD  0
能  能  VV  0
定时  定时  AD  0
播放  播放  VV  0
语音  语音  NN  B-NP
提示  提示  NN  I-NP
。  。  PU  0
本  本  DT  0
实用  实用  JJ  B-NP
亲型  亲型  NN  I-NP
的  的  DEG  0
目的  目的  NN  B-NP
是  是  VC  0
要  要  VV  0
提供  提供  VV  0
一  一  CD  0
种  种  M  0
能够  能够  VV  0
定时  定时  AD  0
播放  播放  VV  0
语音  语音  NN  B-NP
提示  提示  VV  0
的  的  DEC  0
定时语  定时语  NN  B-NP
音提  音提  NN  I-NP
示录  示录  VV  0
放  放  VV  0
装置  装置  NN  B-NP
。  。  PU  0
本  本  DT  0
实用  实用  JJ  B-NP
新型  新型  NN  I-NP
地  地  DEG  0
解决  解决  JJ  B-NP
方法  方法  NN  I-NP
是  是  VC  0
采用  采用  VV  0
电子  电子  NN  B-NP
时钟  时钟  NN  I-NP
、  、  PU  0
整  整  DT  0
形  形  NN  B-NP
电路  电路  NN  I-NP
、  、  PU  0
语音  语音  NN  B-NP
驱动器  驱动器  NN  I-NP
、  、  PU  0
音乐  音乐  NN  B-NP
集成片  集成片  NN  I-NP
、  、  PU  0
语音  语音  NN  B-NP
电路  电路  NN  I-NP
和  和  CC  0
扬声器  扬声器  NN  B-NP
构成  构成  VV  0
定时语  定时语  NN  B-NP
音提  音提  NN  I-NP
示录放  示录放  NN  I-NP
装置  装置  NN  I-NP
，  ，  PU  0
整  整  DT  0
形  形  NN  B-NP
电路  电路  NN  I-NP
由  由  P  0
三极管  三极管  NN  B-NP
A  A  NN  I-NP
1  1  CD  0
、  、  PU  0
A2  A2  NN  B-NP
构成  构成  VV  0
，  ，  PU  0
A  A  NN  B-NP
1  1  OD  0
的  的  DEG  0
输出端  输出端  NN  B-NP
接  接  VV  0
A  A  NN  B-NP
2  2  CD  0
的  的  DEG  0
负端  负端  NN  B-NP
，  ，  PU  0
A1  A1  NN  B-NP
的  的  DEG  0
负端  负端  NN  B-NP
接  接  VV  0
A  A  NN  B-NP
2  2  CD  0
的  的  DEG  0
正端  正端  NN  B-NP
，  ，  PU  0
A1  A1  NN  B-NP
的  的  DEG  0
正端  正端  NN  B-NP
接  接  VV  0
电子  电子  NN  B-NP
时钟  时钟  NN  I-NP
，  ，  PU  0
A2  A2  NN  B-NP
的  的  DEG  0
输出端  输出端  NN  B-NP
接  接  VV  0
